,Unnamed: 0,name,address,date,neg,neu,pos
1189,1189,Tumble,"        7211 Burnet Rd Austin, TX 78701    ",7_30_2019,0.062,0.746,0.192
1190,1190,TanMyRestaurant,"        1601 Ohlen Rd Austin, TX 78758    ",5_15_2016,0.031,0.775,0.195
1191,1191,TanMyRestaurant,"        1601 Ohlen Rd Austin, TX 78758    ",8_1_2017,0.051,0.7190000000000001,0.23
1192,1192,TanMyRestaurant,"        1601 Ohlen Rd Austin, TX 78758    ",8_31_2017,0.045,0.732,0.222
1193,1193,TanMyRestaurant,"        1601 Ohlen Rd Austin, TX 78758    ",7_10_2018,0.043,0.7709999999999999,0.18600000000000003
1194,1194,TanMyRestaurant,"        1601 Ohlen Rd Austin, TX 78758    ",2_13_2018,0.067,0.732,0.201
1195,1195,TanMyRestaurant,"        1601 Ohlen Rd Austin, TX 78758    ",5_3_2019,0.035,0.69,0.275
1196,1196,TanMyRestaurant,"        1601 Ohlen Rd Austin, TX 78758    ",9_28_2018,0.031,0.701,0.26899999999999996
1197,1197,Tumble,"        7211 Burnet Rd Austin, TX 78701    ",7_25_2019,0.043,0.75,0.207
1198,1198,DegreesKitchen,"        2401 Lake Austin Blvd Austin, TX 78703    ",8_8_2017,0.036000000000000004,0.6679999999999999,0.297
1199,1199,DegreesKitchen,"        2401 Lake Austin Blvd Austin, TX 78703    ",9_8_2017,0.039,0.7440000000000001,0.218
1200,1200,DegreesKitchen,"        2401 Lake Austin Blvd Austin, TX 78703    ",2_11_2019,0.027999999999999997,0.738,0.23399999999999999
1201,1201,DegreesKitchen,"        2401 Lake Austin Blvd Austin, TX 78703    ",9_3_2017,0.06,0.752,0.187
1202,1202,CounterCulture,"        2337 E Cesar Chavez St Austin, TX 78702    ",10_24_2017,0.039,0.6990000000000001,0.262
1203,1203,CounterCulture,"        2337 E Cesar Chavez St Austin, TX 78702    ",10_2_2017,0.067,0.608,0.325
1204,1204,CounterCulture,"        2337 E Cesar Chavez St Austin, TX 78702    ",6_24_2017,0.079,0.6659999999999999,0.255
1205,1205,TanMyRestaurant,"        1601 Ohlen Rd Austin, TX 78758    ",4_13_2019,0.028999999999999998,0.76,0.21100000000000002
